workerid,proliferate.condition,condition,item_id,matrix_subject,response,rt,scale,slide_number_in_experiment,speakerGender,speakerName,statement,trigger,trigger_class,utterance,catch_trials,subject_information.age,subject_information.american,subject_information.assess,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
76,main,lb,1,Patrick,1,13233,some,13,F,Elizabeth,Mary ate at least some of the cupcakes,hear,C,Did Patrick hear that Mary ate some of the cupcakes?,[],33,y,Yes,NA,Graduated High School,Yes,m,English,NA,Chrome,Windows,1440,2560,6.818416666666667,NA
76,main,NA,control5,NA,0,7750,NA,14,M,Matthew,Madison had a baby,control,control,Did Madison have a baby?,[],33,y,Yes,NA,Graduated High School,Yes,m,English,NA,Chrome,Windows,1440,2560,6.818416666666667,NA
76,main,lb,12,Melissa,0,12208,or,15,M,Christopher,Josh drank coffee or tea or both,think,NonProj,Does Melissa think that Josh drank coffee or tea?,[],33,y,Yes,NA,Graduated High School,Yes,m,English,NA,Chrome,Windows,1440,2560,6.818416666666667,NA
76,main,ub,8,Brian,0.27,27321,or,16,F,Margaret,"Emily failed math or science, and she did not fail both",prove,C,Did Brian prove that Emily failed math or science?,[],33,y,Yes,NA,Graduated High School,Yes,m,English,NA,Chrome,Windows,1440,2560,6.818416666666667,NA
76,main,ub,5,Barbara,0.23,10167,some,17,F,Helen,"Frank graded some of the math problems, and he did not grade all of them",confirm,C,Did Barbara confirm that Frank graded some of the math problems?,[],33,y,Yes,NA,Graduated High School,Yes,m,English,NA,Chrome,Windows,1440,2560,6.818416666666667,NA
76,main,ub,3,Justin,0,10696,some,18,M,Mark,"Emma stole some of the office supplies, and she did not take all of them",suggest,C,Did Justin suggest that Emma stole some of the office supplies?,[],33,y,Yes,NA,Graduated High School,Yes,m,English,NA,Chrome,Windows,1440,2560,6.818416666666667,NA
76,main,lb,9,Andrew,0.75,19001,or,19,F,Ashley,Grace stole a laptop or a calculator or both,inform_Sam,C,Did Andrew inform Sam that Grace stole a laptop or a calculator?,[],33,y,Yes,NA,Graduated High School,Yes,m,English,NA,Chrome,Windows,1440,2560,6.818416666666667,NA
76,main,ub,11,Amanda,0.88,21678,or,20,F,Dorothy,"Tony graded the midterm or the final, and he did not grade both",acknowledge,C,Did Amanda acknowledge that Tony graded the midterm or the final?,[],33,y,Yes,NA,Graduated High School,Yes,m,English,NA,Chrome,Windows,1440,2560,6.818416666666667,NA
76,main,ub,6,Rachel,0.53,27756,some,21,M,Robert,"Jackson drank some of the sodas, and he did not drink all of them",establish,NonProj,Did Rachel establish that Jackson drank some of the sodas?,[],33,y,Yes,NA,Graduated High School,Yes,m,English,NA,Chrome,Windows,1440,2560,6.818416666666667,NA
196,main,NA,control5,NA,0.5,20807,NA,4,F,Linda,Madison had a baby,control,control,Did Madison have a baby?,[],60,y,Confused,A little confusing.,Graduated College,It was fine,f,English,NA,Chrome,Windows,1080,1920,4.974716666666667,NA
196,main,lb,7,Kevin,0.84,17439,or,5,M,Steven,Isabella ate cake or pie or both,prove,C,Did Kevin prove that Isabella ate cake or pie?,[],60,y,Confused,A little confusing.,Graduated College,It was fine,f,English,NA,Chrome,Windows,1080,1920,4.974716666666667,NA
196,main,lb,2,Scott,0.9,11313,some,6,F,Sandra,Josie failed at least some of the courses,say,C,Did Scott say that Josie failed some of the courses?,[],60,y,Confused,A little confusing.,Graduated College,It was fine,f,English,NA,Chrome,Windows,1080,1920,4.974716666666667,NA
196,main,lb,5,Barbara,0.84,14730,some,7,M,Robert,Frank graded at least some of the math problems,suggest,C,Did Barbara suggest that Frank graded some of the math problems?,[],60,y,Confused,A little confusing.,Graduated College,It was fine,f,English,NA,Chrome,Windows,1080,1920,4.974716666666667,NA
196,main,lb,1,Patrick,0.81,17645,some,8,F,Nancy,Mary ate at least some of the cupcakes,establish,NonProj,Did Patrick establish that Mary ate some of the cupcakes?,[],60,y,Confused,A little confusing.,Graduated College,It was fine,f,English,NA,Chrome,Windows,1080,1920,4.974716666666667,NA
196,main,NA,control2,NA,0.75,8211,NA,9,F,Donna,Mary's aunt is sick,control,control,Is Mary's aunt sick?,[],60,y,Confused,A little confusing.,Graduated College,It was fine,f,English,NA,Chrome,Windows,1080,1920,4.974716666666667,NA
196,main,ub,8,Brian,0.73,24696,or,10,M,Paul,"Emily failed math or science, and she did not fail both",inform_Sam,C,Did Brian inform Sam that Emily failed math or science?,[],60,y,Confused,A little confusing.,Graduated College,It was fine,f,English,NA,Chrome,Windows,1080,1920,4.974716666666667,NA
196,main,ub,3,Justin,0.75,10792,some,11,F,Dorothy,"Emma stole some of the office supplies, and she did not take all of them",confirm,C,Did Justin confirm that Emma stole some of the office supplies?,[],60,y,Confused,A little confusing.,Graduated College,It was fine,f,English,NA,Chrome,Windows,1080,1920,4.974716666666667,NA
196,main,NA,control3,NA,0.74,9603,NA,12,F,Sarah,Todd played football in high school,control,control,Did Todd play football in high school?,[],60,y,Confused,A little confusing.,Graduated College,It was fine,f,English,NA,Chrome,Windows,1080,1920,4.974716666666667,NA
196,main,ub,11,Amanda,0.79,17733,or,13,M,George,"Tony graded the midterm or the final, and he did not grade both",hear,C,Did Amanda hear that Tony graded the midterm or the final?,[],60,y,Confused,A little confusing.,Graduated College,It was fine,f,English,NA,Chrome,Windows,1080,1920,4.974716666666667,NA
196,main,ub,9,Andrew,0.78,13776,or,14,M,Thomas,"Grace stole a laptop or a calculator, and she did not steal both",discover,NonProj,Did Andrew discover that Grace stole a laptop or a calculator?,[],60,y,Confused,A little confusing.,Graduated College,It was fine,f,English,NA,Chrome,Windows,1080,1920,4.974716666666667,NA
196,main,ub,4,Janice,0.92,10120,some,15,F,Margaret,"Danny solved some of the puzzles, and he did not solve all of them",know,NonProj,Does Janice know that Danny solved some of the puzzles?,[],60,y,Confused,A little confusing.,Graduated College,It was fine,f,English,NA,Chrome,Windows,1080,1920,4.974716666666667,NA
196,main,lb,12,Melissa,0.77,11466,or,16,M,Christopher,Josh drank coffee or tea or both,acknowledge,C,Did Melissa acknowledge that Josh drank coffee or tea?,[],60,y,Confused,A little confusing.,Graduated College,It was fine,f,English,NA,Chrome,Windows,1080,1920,4.974716666666667,NA
196,main,lb,10,Tina,0.76,14951,or,17,F,Betty,Jayden solved the crossword or the Rubik's cube or both,reveal,NonProj,Did Tina reveal that Jayden solved the crossword or the Rubik's cube?,[],60,y,Confused,A little confusing.,Graduated College,It was fine,f,English,NA,Chrome,Windows,1080,1920,4.974716666666667,NA
196,main,ub,6,Rachel,0.76,13626,some,18,F,Elizabeth,"Jackson drank some of the sodas, and he did not drink all of them",think,NonProj,Does Rachel think that Jackson drank some of the sodas?,[],60,y,Confused,A little confusing.,Graduated College,It was fine,f,English,NA,Chrome,Windows,1080,1920,4.974716666666667,NA
196,main,NA,control4,NA,0.63,6746,NA,19,F,Kimberly,Vanessa is good at math,control,control,Is Vanessa good at math?,[],60,y,Confused,A little confusing.,Graduated College,It was fine,f,English,NA,Chrome,Windows,1080,1920,4.974716666666667,NA
196,main,NA,control1,NA,0.41,5324,NA,20,F,Helen,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,[],60,y,Confused,A little confusing.,Graduated College,It was fine,f,English,NA,Chrome,Windows,1080,1920,4.974716666666667,NA
196,main,NA,control6,NA,0.31,5269,NA,21,F,Michelle,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,[],60,y,Confused,A little confusing.,Graduated College,It was fine,f,English,NA,Chrome,Windows,1080,1920,4.974716666666667,NA
79,main,lb,7,Kevin,0.78,14423,or,4,M,Matthew,Isabella ate cake or pie or both,think,NonProj,Does Kevin think that Isabella ate cake or pie?,[],26,y,Yes,I enjoyed this a lot. I noticed I was reading each question in a different tone in my head and that led me to decide how I would rate it.,Graduated High School,Yes,m,English,No,Chrome,Windows,720,1280,7.272166666666666,NA
79,main,NA,control1,NA,0.04,3920,NA,5,M,Mark,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,[],26,y,Yes,I enjoyed this a lot. I noticed I was reading each question in a different tone in my head and that led me to decide how I would rate it.,Graduated High School,Yes,m,English,No,Chrome,Windows,720,1280,7.272166666666666,NA
79,main,lb,2,Scott,0.27,6992,some,6,F,Kimberly,Josie failed at least some of the courses,prove,C,Did Scott prove that Josie failed some of the courses?,[],26,y,Yes,I enjoyed this a lot. I noticed I was reading each question in a different tone in my head and that led me to decide how I would rate it.,Graduated High School,Yes,m,English,No,Chrome,Windows,720,1280,7.272166666666666,NA
79,main,lb,10,Tina,0.88,138156,or,7,F,Karen,Jayden solved the crossword or the Rubik's cube or both,reveal,NonProj,Did Tina reveal that Jayden solved the crossword or the Rubik's cube?,[],26,y,Yes,I enjoyed this a lot. I noticed I was reading each question in a different tone in my head and that led me to decide how I would rate it.,Graduated High School,Yes,m,English,No,Chrome,Windows,720,1280,7.272166666666666,NA
79,main,NA,control5,NA,0.07,4772,NA,8,M,Robert,Madison had a baby,control,control,Did Madison have a baby?,[],26,y,Yes,I enjoyed this a lot. I noticed I was reading each question in a different tone in my head and that led me to decide how I would rate it.,Graduated High School,Yes,m,English,No,Chrome,Windows,720,1280,7.272166666666666,NA
79,main,NA,control4,NA,0.06,2472,NA,9,M,Steven,Vanessa is good at math,control,control,Is Vanessa good at math?,[],26,y,Yes,I enjoyed this a lot. I noticed I was reading each question in a different tone in my head and that led me to decide how I would rate it.,Graduated High School,Yes,m,English,No,Chrome,Windows,720,1280,7.272166666666666,NA
79,main,ub,6,Rachel,0.75,6408,some,10,F,Helen,"Jackson drank some of the sodas, and he did not drink all of them",acknowledge,C,Did Rachel acknowledge that Jackson drank some of the sodas?,[],26,y,Yes,I enjoyed this a lot. I noticed I was reading each question in a different tone in my head and that led me to decide how I would rate it.,Graduated High School,Yes,m,English,No,Chrome,Windows,720,1280,7.272166666666666,NA
79,main,lb,5,Barbara,0.85,4563,some,11,F,Sarah,Frank graded at least some of the math problems,confirm,C,Did Barbara confirm that Frank graded some of the math problems?,[],26,y,Yes,I enjoyed this a lot. I noticed I was reading each question in a different tone in my head and that led me to decide how I would rate it.,Graduated High School,Yes,m,English,No,Chrome,Windows,720,1280,7.272166666666666,NA
79,main,NA,control3,NA,0.04,2748,NA,12,F,Elizabeth,Todd played football in high school,control,control,Did Todd play football in high school?,[],26,y,Yes,I enjoyed this a lot. I noticed I was reading each question in a different tone in my head and that led me to decide how I would rate it.,Graduated High School,Yes,m,English,No,Chrome,Windows,720,1280,7.272166666666666,NA
79,main,ub,11,Amanda,0.8,6345,or,13,M,George,"Tony graded the midterm or the final, and he did not grade both",discover,NonProj,Did Amanda discover that Tony graded the midterm or the final?,[],26,y,Yes,I enjoyed this a lot. I noticed I was reading each question in a different tone in my head and that led me to decide how I would rate it.,Graduated High School,Yes,m,English,No,Chrome,Windows,720,1280,7.272166666666666,NA
79,main,lb,9,Andrew,0.4,22288,or,14,M,Christopher,Grace stole a laptop or a calculator or both,say,C,Did Andrew say that Grace stole a laptop or a calculator?,[],26,y,Yes,I enjoyed this a lot. I noticed I was reading each question in a different tone in my head and that led me to decide how I would rate it.,Graduated High School,Yes,m,English,No,Chrome,Windows,720,1280,7.272166666666666,NA
79,main,ub,12,Melissa,0.71,40199,or,15,M,David,"Josh drank coffee or tea, and he did not drink both",know,NonProj,Does Melissa know that Josh drank coffee or tea?,[],26,y,Yes,I enjoyed this a lot. I noticed I was reading each question in a different tone in my head and that led me to decide how I would rate it.,Graduated High School,Yes,m,English,No,Chrome,Windows,720,1280,7.272166666666666,NA
79,main,lb,4,Janice,0.78,3777,some,16,F,Margaret,Danny solved at least some of the puzzles,inform_Sam,C,Did Janice inform Sam that Danny solved some of the puzzles?,[],26,y,Yes,I enjoyed this a lot. I noticed I was reading each question in a different tone in my head and that led me to decide how I would rate it.,Graduated High School,Yes,m,English,No,Chrome,Windows,720,1280,7.272166666666666,NA
79,main,ub,8,Brian,0.68,5432,or,17,M,William,"Emily failed math or science, and she did not fail both",establish,NonProj,Did Brian establish that Emily failed math or science?,[],26,y,Yes,I enjoyed this a lot. I noticed I was reading each question in a different tone in my head and that led me to decide how I would rate it.,Graduated High School,Yes,m,English,No,Chrome,Windows,720,1280,7.272166666666666,NA
79,main,ub,3,Justin,0.69,12680,some,18,F,Susan,"Emma stole some of the office supplies, and she did not take all of them",suggest,C,Did Justin suggest that Emma stole some of the office supplies?,[],26,y,Yes,I enjoyed this a lot. I noticed I was reading each question in a different tone in my head and that led me to decide how I would rate it.,Graduated High School,Yes,m,English,No,Chrome,Windows,720,1280,7.272166666666666,NA
79,main,ub,1,Patrick,0.62,5911,some,19,F,Donna,"Mary ate some of the cupcakes, and she did not eat all of them",hear,C,Did Patrick hear that Mary ate some of the cupcakes?,[],26,y,Yes,I enjoyed this a lot. I noticed I was reading each question in a different tone in my head and that led me to decide how I would rate it.,Graduated High School,Yes,m,English,No,Chrome,Windows,720,1280,7.272166666666666,NA
79,main,NA,control6,NA,0.07,4392,NA,20,F,Jennifer,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,[],26,y,Yes,I enjoyed this a lot. I noticed I was reading each question in a different tone in my head and that led me to decide how I would rate it.,Graduated High School,Yes,m,English,No,Chrome,Windows,720,1280,7.272166666666666,NA
79,main,NA,control2,NA,0.06,7304,NA,21,M,Paul,Mary's aunt is sick,control,control,Is Mary's aunt sick?,[],26,y,Yes,I enjoyed this a lot. I noticed I was reading each question in a different tone in my head and that led me to decide how I would rate it.,Graduated High School,Yes,m,English,No,Chrome,Windows,720,1280,7.272166666666666,NA
234,main,lb,3,Justin,0.18,16547,some,4,F,Dorothy,Emma stole at least some of the office supplies,say,C,Did Justin say that Emma stole some of the office supplies?,[],39,y,Yes,none,Graduated College,Yes,f,English,no,Chrome,Windows,864,1536,4.691033333333333,NA
234,main,ub,6,Rachel,0.99,16560,some,5,F,Nancy,"Jackson drank some of the sodas, and he did not drink all of them",know,NonProj,Does Rachel know that Jackson drank some of the sodas?,[],39,y,Yes,none,Graduated College,Yes,f,English,no,Chrome,Windows,864,1536,4.691033333333333,NA
234,main,lb,8,Brian,0.34,15024,or,6,M,James,Emily failed math or science or both,acknowledge,C,Did Brian acknowledge that Emily failed math or science?,[],39,y,Yes,none,Graduated College,Yes,f,English,no,Chrome,Windows,864,1536,4.691033333333333,NA
234,main,lb,11,Amanda,0,9860,or,7,M,Robert,Tony graded the midterm or the final or both,discover,NonProj,Did Amanda discover that Tony graded the midterm or the final?,[],39,y,Yes,none,Graduated College,Yes,f,English,no,Chrome,Windows,864,1536,4.691033333333333,NA
234,main,ub,1,Patrick,1,8964,some,8,M,Steven,"Mary ate some of the cupcakes, and she did not eat all of them",inform_Sam,C,Did Patrick inform Sam that Mary ate some of the cupcakes?,[],39,y,Yes,none,Graduated College,Yes,f,English,no,Chrome,Windows,864,1536,4.691033333333333,NA
234,main,ub,12,Melissa,0.85,19659,or,9,F,Elizabeth,"Josh drank coffee or tea, and he did not drink both",think,NonProj,Does Melissa think that Josh drank coffee or tea?,[],39,y,Yes,none,Graduated College,Yes,f,English,no,Chrome,Windows,864,1536,4.691033333333333,NA
234,main,NA,control5,NA,0,8302,NA,10,F,Jessica,Madison had a baby,control,control,Did Madison have a baby?,[],39,y,Yes,none,Graduated College,Yes,f,English,no,Chrome,Windows,864,1536,4.691033333333333,NA
234,main,NA,control2,NA,0,5134,NA,11,F,Susan,Mary's aunt is sick,control,control,Is Mary's aunt sick?,[],39,y,Yes,none,Graduated College,Yes,f,English,no,Chrome,Windows,864,1536,4.691033333333333,NA
234,main,lb,7,Kevin,1,10192,or,12,M,Richard,Isabella ate cake or pie or both,hear,C,Did Kevin hear that Isabella ate cake or pie?,[],39,y,Yes,none,Graduated College,Yes,f,English,no,Chrome,Windows,864,1536,4.691033333333333,NA
234,main,NA,control6,NA,0,5492,NA,13,F,Helen,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,[],39,y,Yes,none,Graduated College,Yes,f,English,no,Chrome,Windows,864,1536,4.691033333333333,NA
234,main,lb,2,Scott,0.07,18000,some,14,F,Kimberly,Josie failed at least some of the courses,establish,NonProj,Did Scott establish that Josie failed some of the courses?,[],39,y,Yes,none,Graduated College,Yes,f,English,no,Chrome,Windows,864,1536,4.691033333333333,NA
234,main,lb,4,Janice,0.07,7363,some,15,F,Sarah,Danny solved at least some of the puzzles,confirm,C,Did Janice confirm that Danny solved some of the puzzles?,[],39,y,Yes,none,Graduated College,Yes,f,English,no,Chrome,Windows,864,1536,4.691033333333333,NA
